source,target,weight
4.5 W,270 W,1
4.5 W,150 W,3
4.5 W,31 W,1
4.5 W,47 W,2
4.5 W,3.3 W,1
4.5 W,20 W,3
4.5 W,8.5 W,1
4.5 W,1.4 W,1
4.5 W,38 W,1
4.5 W,72 W,1
4.5 W,6 W,2
4.5 W,91 W,1
4.5 W,125 W,1
4.5 W,0.65 W,1
4.5 W,35 W,3
4.5 W,173 W,1
4.5 W,95 W,3
4.5 W,260 W,1
4.5 W,245 W,2
4.5 W,19 W,1
4.5 W,75 W,2
4.5 W,70 W,2
4.5 W,85 W,3
4.5 W,4 W,2
4.5 W,112 W,1
4.5 W,90 W,3
4.5 W,15 W,2
4.5 W,2.5 W,1
4.5 W,55 W,3
4.5 W,3.6 W,1
4.5 W,69 W,1
4.5 W,24 W,1
4.5 W,12 W,2
4.5 W,6.5 W,2
4.5 W,140 W,2
4.5 W,73 W,1
4.5 W,205 W,1
4.5 W,23 W,1
4.5 W,80 W,3
4.5 W,40 W,2
4.5 W,105 W,3
4.5 W,7 W,2
4.5 W,1.3 W,1
4.5 W,65 W,3
4.5 W,21.5 W,1
4.5 W,60 W,3
4.5 W,300 W,1
4.5 W,28 W,3
4.5 W,79 W,1
4.5 W,51 W,1
4.5 W,200 W,1
4.5 W,5.5 W,1
4.5 W,52 W,1
4.5 W,50 W,3
4.5 W,135 W,2
4.5 W,54 W,2
4.5 W,2.4 W,1
4.5 W,5 W,2
4.5 W,18 W,1
4.5 W,43 W,1
4.5 W,2.2 W,1
4.5 W,155 W,1
4.5 W,7.5 W,1
4.5 W,8 W,2
4.5 W,27 W,1
4.5 W,120 W,3
4.5 W,77 W,1
4.5 W,21 W,1
4.5 W,57 W,1
4.5 W,53 W,1
4.5 W,32 W,1
4.5 W,84 W,1
4.5 W,160 W,2
4.5 W,115 W,2
4.5 W,48 W,1
4.5 W,10 W,3
4.5 W,45 W,3
4.5 W,145 W,2
4.5 W,225 W,1
4.5 W,16 W,1
4.5 W,88 W,1
4.5 W,13 W,2
4.5 W,9 W,2
4.5 W,37 W,1
4.5 W,87 W,1
4.5 W,165 W,2
4.5 W,3 W,2
4.5 W,230 W,1
4.5 W,82 W,2
4.5 W,215 W,1
4.5 W,44 W,1
4.5 W,2 W,1
4.5 W,14 W,1
4.5 W,9.5 W,2
4.5 W,11.5 W,2
4.5 W,25 W,3
4.5 W,4.3 W,1
4.5 W,136 W,1
4.5 W,17 W,3
4.5 W,130 W,3
4.5 W,30 W,1
15 W,270 W,1
15 W,150 W,3
15 W,56 W,1
15 W,25.4 W,1
15 W,19.5 W,1
15 W,27.5 W,1
15 W,22.5 W,1
15 W,18.3 W,1
15 W,57.8 W,1
15 W,91 W,1
15 W,125 W,1
15 W,95 W,3
15 W,260 W,1
15 W,20.8 W,1
15 W,19 W,2
15 W,70 W,2
15 W,17.6 W,1
15 W,4 W,1
15 W,65.8 W,1
15 W,90 W,2
15 W,29 W,1
15 W,55 W,2
15 W,69.2 W,1
15 W,69 W,1
15 W,66.7 W,1
15 W,80 W,3
15 W,26.7 W,1
15 W,40 W,2
15 W,105 W,3
15 W,7 W,1
15 W,16.5 W,1
15 W,60 W,2
15 W,300 W,1
15 W,23.3 W,1
15 W,21.3 W,1
15 W,51 W,1
15 W,200 W,1
15 W,26.1 W,1
15 W,19.2 W,1
15 W,5.5 W,1
15 W,29.6 W,1
15 W,135 W,2
15 W,54 W,2
15 W,18.8 W,1
15 W,5 W,2
15 W,22.8 W,1
15 W,18 W,1
15 W,43 W,1
15 W,155 W,2
15 W,120 W,3
15 W,77 W,1
15 W,57 W,1
15 W,84 W,1
15 W,160 W,2
15 W,115 W,2
15 W,71.8 W,1
15 W,10 W,3
15 W,45 W,2
15 W,61 W,1
15 W,145 W,2
15 W,88 W,1
15 W,9 W,3
15 W,14.5 W,1
15 W,87 W,1
15 W,165 W,2
15 W,3 W,1
15 W,215 W,1
15 W,14 W,2
15 W,27.4 W,1
15 W,9.5 W,2
15 W,59.2 W,1
15 W,4.3 W,1
15 W,33 W,1
15 W,17 W,4
15 W,54.7 W,1
15 W,30 W,1
15 W,31 W,2
15 W,47 W,2
15 W,30.8 W,1
15 W,20 W,3
15 W,86 W,1
15 W,72 W,2
15 W,6 W,3
15 W,35 W,3
15 W,173 W,1
15 W,245 W,2
15 W,185 W,1
15 W,75 W,3
15 W,85 W,2
15 W,23.6 W,1
15 W,16.8 W,1
15 W,64 W,1
15 W,112 W,1
15 W,51.6 W,1
15 W,24 W,2
15 W,12 W,2
15 W,6.5 W,2
15 W,140 W,2
15 W,73 W,1
15 W,205 W,1
15 W,23 W,1
15 W,22 W,1
15 W,34 W,2
15 W,65 W,3
15 W,21.5 W,2
15 W,28 W,3
15 W,79 W,1
15 W,20.6 W,1
15 W,52 W,1
15 W,50 W,3
15 W,34.5 W,1
15 W,25.9 W,1
15 W,7.5 W,1
15 W,8 W,1
15 W,27 W,2
15 W,30.7 W,1
15 W,21 W,1
15 W,24.6 W,1
15 W,53 W,1
15 W,32 W,1
15 W,15.8 W,1
15 W,17.5 W,1
15 W,27.3 W,1
15 W,13.2 W,1
15 W,225 W,1
15 W,16 W,1
15 W,13 W,2
15 W,37 W,1
15 W,230 W,1
15 W,82 W,1
15 W,68 W,1
15 W,9.7 W,1
15 W,44 W,1
15 W,77.5 W,1
15 W,25.7 W,1
15 W,11.5 W,2
15 W,25 W,2
15 W,130 W,3
15 W,15.5 W,1
130 W,270 W,1
130 W,150 W,5
130 W,3.5 W,1
130 W,31 W,2
130 W,47 W,2
130 W,3.3 W,1
130 W,20 W,4
130 W,86 W,1
130 W,104 W,1
130 W,8.5 W,2
130 W,1.4 W,1
130 W,38 W,1
130 W,72 W,1
130 W,6 W,3
130 W,91 W,1
130 W,125 W,1
130 W,0.65 W,1
130 W,35 W,5
130 W,173 W,1
130 W,95 W,6
130 W,260 W,1
130 W,245 W,2
130 W,185 W,1
130 W,19 W,2
130 W,75 W,4
130 W,70 W,3
130 W,85 W,3
130 W,4 W,2
130 W,112 W,1
130 W,90 W,3
130 W,6.1 W,1
130 W,13.1 W,1
130 W,2.5 W,1
130 W,55 W,5
130 W,3.6 W,1
130 W,69 W,1
130 W,11.7 W,1
130 W,24 W,1
130 W,12 W,2
130 W,6.5 W,3
130 W,140 W,2
130 W,73 W,3
130 W,205 W,1
130 W,23 W,1
130 W,14.1 W,1
130 W,80 W,5
130 W,40 W,4
130 W,105 W,5
130 W,7 W,2
130 W,1.3 W,1
130 W,34 W,1
130 W,65 W,6
130 W,21.5 W,1
130 W,60 W,4
130 W,300 W,1
130 W,28 W,3
130 W,79 W,1
130 W,51 W,1
130 W,200 W,1
130 W,5.5 W,3
130 W,52 W,1
130 W,103 W,1
130 W,50 W,5
130 W,135 W,4
130 W,54 W,2
130 W,2.4 W,1
130 W,5 W,3
130 W,110 W,1
130 W,89 W,1
130 W,18 W,2
130 W,170 W,1
130 W,43 W,1
130 W,2.2 W,2
130 W,155 W,2
130 W,7.5 W,2
130 W,8 W,2
130 W,27 W,3
130 W,120 W,4
130 W,77 W,1
130 W,21 W,2
130 W,57 W,1
130 W,53 W,1
130 W,32 W,1
130 W,84 W,2
130 W,160 W,2
130 W,115 W,4
130 W,48 W,1
130 W,10 W,5
130 W,45 W,4
130 W,145 W,2
130 W,225 W,1
130 W,16 W,1
130 W,129 W,1
130 W,88 W,2
130 W,13 W,2
130 W,9 W,3
130 W,37 W,1
130 W,8.1 W,1
130 W,87 W,2
130 W,165 W,3
130 W,3 W,2
130 W,230 W,1
130 W,82 W,2
130 W,215 W,1
130 W,44 W,2
130 W,2 W,1
130 W,14 W,1
130 W,9.5 W,2
130 W,11.5 W,2
130 W,25 W,4
130 W,4.3 W,1
130 W,136 W,1
130 W,17 W,5
130 W,30 W,3
4.3 W,135 W,1
4.3 W,270 W,1
4.3 W,150 W,1
4.3 W,54 W,1
4.3 W,5 W,1
4.3 W,18 W,1
4.3 W,47 W,1
4.3 W,20 W,1
4.3 W,43 W,1
4.3 W,155 W,1
4.3 W,6 W,1
4.3 W,7.5 W,1
4.3 W,8 W,1
4.3 W,27 W,1
4.3 W,120 W,1
4.3 W,77 W,1
4.3 W,35 W,1
4.3 W,95 W,1
4.3 W,53 W,1
4.3 W,57 W,1
4.3 W,245 W,1
4.3 W,84 W,1
4.3 W,160 W,1
4.3 W,75 W,1
4.3 W,85 W,1
4.3 W,70 W,1
4.3 W,115 W,1
4.3 W,10 W,1
4.3 W,90 W,1
4.3 W,45 W,1
4.3 W,145 W,1
4.3 W,225 W,1
4.3 W,13 W,1
4.3 W,88 W,1
4.3 W,9 W,1
4.3 W,55 W,1
4.3 W,37 W,1
4.3 W,69 W,1
4.3 W,12 W,1
4.3 W,87 W,1
4.3 W,140 W,1
4.3 W,165 W,1
4.3 W,3 W,1
4.3 W,80 W,1
4.3 W,40 W,1
4.3 W,105 W,1
4.3 W,82 W,1
4.3 W,7 W,1
4.3 W,65 W,1
4.3 W,14 W,1
4.3 W,11.5 W,1
4.3 W,9.5 W,1
4.3 W,300 W,1
4.3 W,60 W,1
4.3 W,28 W,1
4.3 W,25 W,1
4.3 W,17 W,1
4.3 W,52 W,1
4.3 W,50 W,1
10 W,270 W,1
10 W,150 W,5
10 W,3.5 W,1
10 W,31 W,2
10 W,47 W,2
10 W,3.3 W,1
10 W,20 W,4
10 W,86 W,1
10 W,8.5 W,2
10 W,1.4 W,1
10 W,38 W,1
10 W,72 W,1
10 W,6 W,3
10 W,91 W,1
10 W,125 W,1
10 W,0.65 W,1
10 W,35 W,5
10 W,173 W,1
10 W,95 W,5
10 W,260 W,1
10 W,245 W,2
10 W,185 W,1
10 W,19 W,2
10 W,75 W,3
10 W,70 W,3
10 W,85 W,3
10 W,4 W,2
10 W,112 W,1
10 W,90 W,3
10 W,6.1 W,1
10 W,13.1 W,1
10 W,2.5 W,1
10 W,55 W,4
10 W,3.6 W,1
10 W,69 W,1
10 W,11.7 W,1
10 W,24 W,1
10 W,12 W,2
10 W,6.5 W,3
10 W,140 W,2
10 W,73 W,2
10 W,205 W,1
10 W,23 W,1
10 W,14.1 W,1
10 W,80 W,5
10 W,40 W,4
10 W,105 W,5
10 W,7 W,2
10 W,1.3 W,1
10 W,34 W,1
10 W,65 W,5
10 W,21.5 W,1
10 W,60 W,4
10 W,300 W,1
10 W,28 W,3
10 W,79 W,1
10 W,51 W,1
10 W,200 W,1
10 W,5.5 W,2
10 W,52 W,1
10 W,50 W,5
10 W,135 W,3
10 W,54 W,2
10 W,2.4 W,1
10 W,5 W,2
10 W,18 W,2
10 W,170 W,1
10 W,43 W,1
10 W,2.2 W,2
10 W,155 W,2
10 W,7.5 W,1
10 W,8 W,2
10 W,27 W,2
10 W,120 W,4
10 W,77 W,1
10 W,21 W,1
10 W,57 W,1
10 W,53 W,1
10 W,32 W,1
10 W,84 W,1
10 W,160 W,2
10 W,115 W,3
10 W,48 W,1
10 W,45 W,4
10 W,145 W,2
10 W,225 W,1
10 W,16 W,1
10 W,88 W,1
10 W,13 W,2
10 W,9 W,3
10 W,37 W,1
10 W,8.1 W,1
10 W,87 W,2
10 W,165 W,2
10 W,3 W,2
10 W,230 W,1
10 W,82 W,2
10 W,215 W,1
10 W,44 W,2
10 W,2 W,1
10 W,14 W,1
10 W,9.5 W,2
10 W,11.5 W,2
10 W,25 W,4
10 W,136 W,1
10 W,17 W,5
10 W,30 W,3
55 W,10.63 W,1
55 W,270 W,1
55 W,150 W,4
55 W,19.5 W,1
55 W,3.3 W,1
55 W,8.5 W,2
55 W,1.4 W,1
55 W,91 W,2
55 W,125 W,1
55 W,0.65 W,1
55 W,33.4 W,1
55 W,95 W,5
55 W,260 W,1
55 W,20.8 W,1
55 W,19 W,2
55 W,70 W,4
55 W,4 W,2
55 W,90 W,4
55 W,32.2 W,1
55 W,54.3 W,1
55 W,13.1 W,1
55 W,69 W,2
55 W,30.4 W,1
55 W,26.9 W,1
55 W,97 W,1
55 W,14.1 W,1
55 W,80 W,5
55 W,66.1 W,1
55 W,40 W,4
55 W,105 W,4
55 W,7 W,3
55 W,102.9 W,1
55 W,122 W,1
55 W,20.5 W,1
55 W,60 W,5
55 W,300 W,1
55 W,51 W,1
55 W,200 W,1
55 W,5.5 W,2
55 W,135 W,4
55 W,54 W,2
55 W,5 W,3
55 W,110 W,1
55 W,18 W,2
55 W,58 W,1
55 W,43 W,1
55 W,81.8 W,1
55 W,2.2 W,2
55 W,155 W,1
55 W,81.9 W,1
55 W,120 W,3
55 W,28.9 W,1
55 W,77 W,2
55 W,55.5 W,1
55 W,69.7 W,1
55 W,57 W,2
55 W,84 W,2
55 W,160 W,2
55 W,66.2 W,1
55 W,110.7 W,1
55 W,66.8 W,1
55 W,115 W,4
55 W,45 W,4
55 W,61 W,1
55 W,145 W,2
55 W,88 W,2
55 W,100 W,1
55 W,9 W,2
55 W,32.1 W,1
55 W,34.8 W,1
55 W,66 W,1
55 W,20.1 W,1
55 W,87 W,3
55 W,24.4 W,1
55 W,165 W,3
55 W,3 W,2
55 W,28.7 W,1
55 W,29.9 W,1
55 W,215 W,1
55 W,14 W,1
55 W,9.5 W,2
55 W,136 W,1
55 W,31.2 W,1
55 W,17 W,4
55 W,8.3 W,1
55 W,30 W,3
55 W,3.5 W,1
55 W,23.2 W,1
55 W,31 W,1
55 W,47 W,2
55 W,20 W,4
55 W,104 W,1
55 W,38 W,2
55 W,21.8 W,1
55 W,72 W,2
55 W,6 W,2
55 W,35 W,5
55 W,173 W,1
55 W,245 W,2
55 W,75 W,3
55 W,85 W,4
55 W,74 W,1
55 W,112 W,1
55 W,6.1 W,1
55 W,2.5 W,1
55 W,3.6 W,1
55 W,11.7 W,1
55 W,24 W,1
55 W,12 W,3
55 W,6.5 W,3
55 W,52.8 W,1
55 W,140 W,2
55 W,73 W,3
55 W,205 W,1
55 W,23 W,1
55 W,22 W,1
55 W,1.3 W,1
55 W,65 W,6
55 W,21.5 W,1
55 W,28 W,3
55 W,23.8 W,1
55 W,79 W,1
55 W,92 W,1
55 W,52 W,1
55 W,103 W,1
55 W,50 W,4
55 W,63.5 W,1
55 W,11.61 W,1
55 W,2.4 W,1
55 W,59.8 W,1
55 W,89 W,2
55 W,170 W,1
55 W,68.4 W,1
55 W,7.5 W,2
55 W,8 W,2
55 W,27 W,2
55 W,62.6 W,1
55 W,57.1 W,1
55 W,21 W,3
55 W,32 W,2
55 W,53 W,1
55 W,12.1 W,1
55 W,76 W,1
55 W,48 W,2
55 W,225 W,1
55 W,16 W,1
55 W,129 W,1
55 W,61.5 W,1
55 W,13 W,2
55 W,24.5 W,1
55 W,29.1 W,1
55 W,25.8 W,1
55 W,27.8 W,1
55 W,68.1 W,1
55 W,37 W,1
55 W,8.1 W,1
55 W,230 W,1
55 W,107 W,1
55 W,82 W,3
55 W,44 W,1
55 W,2 W,1
55 W,11.5 W,2
55 W,92.1 W,1
55 W,25 W,4
55 W,58.3 W,1
88 W,270 W,1
88 W,150 W,1
88 W,47 W,1
88 W,20 W,1
88 W,104 W,1
88 W,6 W,1
88 W,35 W,1
88 W,95 W,2
88 W,245 W,1
88 W,75 W,2
88 W,85 W,1
88 W,70 W,1
88 W,90 W,1
88 W,69 W,1
88 W,12 W,1
88 W,140 W,1
88 W,73 W,1
88 W,80 W,1
88 W,40 W,1
88 W,105 W,1
88 W,7 W,1
88 W,65 W,2
88 W,60 W,1
88 W,300 W,1
88 W,28 W,1
88 W,5.5 W,1
88 W,103 W,1
88 W,52 W,1
88 W,50 W,1
88 W,135 W,2
88 W,54 W,1
88 W,5 W,2
88 W,110 W,1
88 W,89 W,1
88 W,18 W,1
88 W,43 W,1
88 W,155 W,1
88 W,7.5 W,2
88 W,8 W,1
88 W,27 W,2
88 W,120 W,1
88 W,77 W,1
88 W,21 W,1
88 W,53 W,1
88 W,57 W,1
88 W,84 W,2
88 W,160 W,1
88 W,115 W,2
88 W,45 W,1
88 W,145 W,1
88 W,225 W,1
88 W,129 W,1
88 W,13 W,1
88 W,9 W,1
88 W,37 W,1
88 W,87 W,1
88 W,165 W,2
88 W,3 W,1
88 W,82 W,1
88 W,14 W,1
88 W,11.5 W,1
88 W,9.5 W,1
88 W,25 W,1
88 W,17 W,1
35 W,10.63 W,1
35 W,270 W,1
35 W,150 W,5
35 W,19.5 W,1
35 W,3.3 W,1
35 W,8.5 W,2
35 W,1.4 W,1
35 W,91 W,2
35 W,125 W,1
35 W,0.65 W,1
35 W,33.4 W,1
35 W,95 W,5
35 W,260 W,1
35 W,20.8 W,1
35 W,19 W,3
35 W,70 W,4
35 W,4 W,2
35 W,90 W,4
35 W,32.2 W,1
35 W,54.3 W,1
35 W,13.1 W,1
35 W,69 W,2
35 W,30.4 W,1
35 W,26.9 W,1
35 W,97 W,1
35 W,14.1 W,1
35 W,80 W,6
35 W,66.1 W,1
35 W,40 W,5
35 W,105 W,5
35 W,7 W,3
35 W,102.9 W,1
35 W,122 W,1
35 W,20.5 W,1
35 W,60 W,5
35 W,300 W,1
35 W,51 W,1
35 W,200 W,1
35 W,5.5 W,2
35 W,135 W,3
35 W,54 W,2
35 W,5 W,2
35 W,18 W,2
35 W,58 W,1
35 W,43 W,1
35 W,81.8 W,1
35 W,2.2 W,2
35 W,155 W,2
35 W,81.9 W,1
35 W,120 W,4
35 W,28.9 W,1
35 W,77 W,2
35 W,55.5 W,1
35 W,69.7 W,1
35 W,57 W,2
35 W,84 W,1
35 W,160 W,2
35 W,66.2 W,1
35 W,110.7 W,1
35 W,66.8 W,1
35 W,115 W,3
35 W,45 W,4
35 W,61 W,1
35 W,145 W,2
35 W,100 W,1
35 W,9 W,3
35 W,34.8 W,1
35 W,32.1 W,1
35 W,66 W,1
35 W,20.1 W,1
35 W,87 W,3
35 W,24.4 W,1
35 W,165 W,2
35 W,3 W,2
35 W,28.7 W,1
35 W,29.9 W,1
35 W,215 W,1
35 W,14 W,1
35 W,9.5 W,2
35 W,136 W,1
35 W,31.2 W,1
35 W,17 W,5
35 W,8.3 W,1
35 W,30 W,4
35 W,3.5 W,1
35 W,23.2 W,1
35 W,31 W,2
35 W,47 W,2
35 W,20 W,4
35 W,86 W,1
35 W,38 W,2
35 W,21.8 W,1
35 W,72 W,2
35 W,6 W,3
35 W,173 W,1
35 W,245 W,2
35 W,185 W,1
35 W,75 W,3
35 W,85 W,4
35 W,74 W,1
35 W,112 W,1
35 W,6.1 W,1
35 W,2.5 W,1
35 W,3.6 W,1
35 W,11.7 W,1
35 W,24 W,1
35 W,12 W,3
35 W,6.5 W,3
35 W,52.8 W,1
35 W,140 W,2
35 W,73 W,2
35 W,205 W,1
35 W,23 W,1
35 W,22 W,1
35 W,1.3 W,1
35 W,34 W,1
35 W,65 W,6
35 W,21.5 W,1
35 W,28 W,3
35 W,23.8 W,1
35 W,79 W,1
35 W,92 W,1
35 W,52 W,1
35 W,50 W,5
35 W,63.5 W,1
35 W,11.61 W,1
35 W,2.4 W,1
35 W,59.8 W,1
35 W,89 W,1
35 W,170 W,1
35 W,68.4 W,1
35 W,7.5 W,1
35 W,8 W,2
35 W,27 W,2
35 W,62.6 W,1
35 W,57.1 W,1
35 W,21 W,2
35 W,32 W,2
35 W,53 W,1
35 W,12.1 W,1
35 W,76 W,1
35 W,48 W,2
35 W,225 W,1
35 W,16 W,1
35 W,61.5 W,1
35 W,13 W,2
35 W,24.5 W,1
35 W,29.1 W,1
35 W,25.8 W,1
35 W,27.8 W,1
35 W,68.1 W,1
35 W,37 W,1
35 W,8.1 W,1
35 W,230 W,1
35 W,107 W,1
35 W,82 W,3
35 W,44 W,2
35 W,2 W,1
35 W,11.5 W,2
35 W,92.1 W,1
35 W,25 W,4
35 W,58.3 W,1
5.5 W,150 W,2
5.5 W,31 W,1
5.5 W,3.3 W,1
5.5 W,20 W,1
5.5 W,86 W,1
5.5 W,104 W,1
5.5 W,8.5 W,1
5.5 W,1.4 W,1
5.5 W,38 W,1
5.5 W,6 W,1
5.5 W,0.65 W,1
5.5 W,95 W,3
5.5 W,185 W,1
5.5 W,19 W,1
5.5 W,75 W,2
5.5 W,85 W,1
5.5 W,4 W,1
5.5 W,90 W,1
5.5 W,2.5 W,1
5.5 W,3.6 W,1
5.5 W,6.5 W,1
5.5 W,73 W,1
5.5 W,23 W,1
5.5 W,80 W,2
5.5 W,40 W,2
5.5 W,105 W,2
5.5 W,7 W,1
5.5 W,1.3 W,1
5.5 W,34 W,1
5.5 W,65 W,3
5.5 W,60 W,1
5.5 W,28 W,1
5.5 W,103 W,1
5.5 W,50 W,2
5.5 W,135 W,1
5.5 W,2.4 W,1
5.5 W,5 W,1
5.5 W,110 W,1
5.5 W,89 W,1
5.5 W,2.2 W,1
5.5 W,155 W,1
5.5 W,7.5 W,1
5.5 W,8 W,1
5.5 W,27 W,2
5.5 W,120 W,2
5.5 W,21 W,1
5.5 W,84 W,1
5.5 W,48 W,1
5.5 W,115 W,1
5.5 W,45 W,1
5.5 W,129 W,1
5.5 W,13 W,1
5.5 W,9 W,1
5.5 W,165 W,1
5.5 W,3 W,1
5.5 W,82 W,1
5.5 W,44 W,2
5.5 W,2 W,1
5.5 W,25 W,1
5.5 W,136 W,1
5.5 W,17 W,2
5.5 W,30 W,2
6 W,270 W,1
6 W,150 W,3
6 W,31 W,2
6 W,47 W,2
6 W,20 W,2
6 W,86 W,1
6 W,72 W,1
6 W,91 W,1
6 W,125 W,1
6 W,173 W,1
6 W,95 W,3
6 W,260 W,1
6 W,245 W,2
6 W,185 W,1
6 W,19 W,2
6 W,75 W,3
6 W,70 W,2
6 W,85 W,2
6 W,4 W,1
6 W,112 W,1
6 W,90 W,2
6 W,69 W,1
6 W,24 W,1
6 W,12 W,2
6 W,6.5 W,1
6 W,140 W,2
6 W,73 W,1
6 W,205 W,1
6 W,80 W,3
6 W,40 W,2
6 W,105 W,3
6 W,7 W,1
6 W,34 W,1
6 W,65 W,3
6 W,21.5 W,1
6 W,60 W,2
6 W,300 W,1
6 W,28 W,2
6 W,79 W,1
6 W,51 W,1
6 W,200 W,1
6 W,52 W,1
6 W,50 W,3
6 W,135 W,2
6 W,54 W,2
6 W,5 W,2
6 W,18 W,1
6 W,43 W,1
6 W,155 W,2
6 W,7.5 W,1
6 W,8 W,1
6 W,27 W,2
6 W,120 W,3
6 W,77 W,1
6 W,21 W,1
6 W,57 W,1
6 W,53 W,1
6 W,32 W,1
6 W,84 W,1
6 W,160 W,2
6 W,115 W,2
6 W,45 W,2
6 W,145 W,2
6 W,225 W,1
6 W,16 W,1
6 W,13 W,1
6 W,9 W,3
6 W,37 W,1
6 W,87 W,1
6 W,165 W,2
6 W,3 W,1
6 W,230 W,1
6 W,82 W,1
6 W,215 W,1
6 W,44 W,1
6 W,14 W,1
6 W,9.5 W,2
6 W,11.5 W,2
6 W,25 W,2
6 W,17 W,3
6 W,30 W,1
6.5 W,150 W,3
6.5 W,56 W,1
6.5 W,25.4 W,1
6.5 W,19.5 W,1
6.5 W,3.3 W,1
6.5 W,27.5 W,1
6.5 W,22.5 W,1
6.5 W,18.3 W,1
6.5 W,57.8 W,1
6.5 W,8.5 W,2
6.5 W,1.4 W,1
6.5 W,91 W,1
6.5 W,125 W,1
6.5 W,0.65 W,1
6.5 W,95 W,3
6.5 W,260 W,1
6.5 W,20.8 W,1
6.5 W,19 W,1
6.5 W,70 W,2
6.5 W,17.6 W,1
6.5 W,4 W,2
6.5 W,65.8 W,1
6.5 W,90 W,2
6.5 W,13.1 W,1
6.5 W,29 W,1
6.5 W,69.2 W,1
6.5 W,66.7 W,1
6.5 W,14.1 W,1
6.5 W,80 W,3
6.5 W,26.7 W,1
6.5 W,40 W,2
6.5 W,105 W,3
6.5 W,7 W,1
6.5 W,16.5 W,1
6.5 W,60 W,3
6.5 W,23.3 W,1
6.5 W,21.3 W,1
6.5 W,51 W,1
6.5 W,200 W,1
6.5 W,26.1 W,1
6.5 W,19.2 W,1
6.5 W,29.6 W,1
6.5 W,135 W,2
6.5 W,54 W,1
6.5 W,18.8 W,1
6.5 W,5 W,1
6.5 W,22.8 W,1
6.5 W,18 W,1
6.5 W,2.2 W,2
6.5 W,120 W,2
6.5 W,160 W,1
6.5 W,115 W,2
6.5 W,71.8 W,1
6.5 W,45 W,3
6.5 W,61 W,1
6.5 W,145 W,1
6.5 W,9 W,1
6.5 W,14.5 W,1
6.5 W,87 W,1
6.5 W,165 W,1
6.5 W,3 W,1
6.5 W,215 W,1
6.5 W,14 W,1
6.5 W,27.4 W,1
6.5 W,9.5 W,1
6.5 W,59.2 W,1
6.5 W,136 W,1
6.5 W,33 W,1
6.5 W,17 W,4
6.5 W,54.7 W,1
6.5 W,30 W,2
6.5 W,3.5 W,1
6.5 W,31 W,1
6.5 W,47 W,1
6.5 W,30.8 W,1
6.5 W,20 W,4
6.5 W,38 W,1
6.5 W,72 W,2
6.5 W,173 W,1
6.5 W,245 W,1
6.5 W,75 W,1
6.5 W,85 W,2
6.5 W,23.6 W,1
6.5 W,16.8 W,1
6.5 W,64 W,1
6.5 W,112 W,1
6.5 W,6.1 W,1
6.5 W,2.5 W,1
6.5 W,51.6 W,1
6.5 W,3.6 W,1
6.5 W,11.7 W,1
6.5 W,24 W,2
6.5 W,12 W,1
6.5 W,140 W,1
6.5 W,73 W,2
6.5 W,205 W,1
6.5 W,23 W,2
6.5 W,22 W,1
6.5 W,1.3 W,1
6.5 W,34 W,1
6.5 W,65 W,3
6.5 W,21.5 W,2
6.5 W,28 W,3
6.5 W,79 W,1
6.5 W,20.6 W,1
6.5 W,50 W,3
6.5 W,34.5 W,1
6.5 W,25.9 W,1
6.5 W,2.4 W,1
6.5 W,170 W,1
6.5 W,8 W,1
6.5 W,30.7 W,1
6.5 W,21 W,1
6.5 W,24.6 W,1
6.5 W,32 W,1
6.5 W,15.8 W,1
6.5 W,17.5 W,1
6.5 W,27.3 W,1
6.5 W,13.2 W,1
6.5 W,48 W,1
6.5 W,16 W,1
6.5 W,13 W,2
6.5 W,8.1 W,1
6.5 W,230 W,1
6.5 W,82 W,1
6.5 W,68 W,1
6.5 W,9.7 W,1
6.5 W,44 W,1
6.5 W,77.5 W,1
6.5 W,25.7 W,1
6.5 W,2 W,1
6.5 W,11.5 W,1
6.5 W,25 W,3
6.5 W,15.5 W,1
7.5 W,270 W,1
7.5 W,150 W,1
7.5 W,47 W,1
7.5 W,20 W,1
7.5 W,104 W,1
7.5 W,95 W,2
7.5 W,245 W,1
7.5 W,75 W,2
7.5 W,85 W,1
7.5 W,70 W,1
7.5 W,90 W,1
7.5 W,69 W,1
7.5 W,12 W,1
7.5 W,140 W,1
7.5 W,73 W,1
7.5 W,80 W,1
7.5 W,40 W,1
7.5 W,105 W,1
7.5 W,7 W,1
7.5 W,65 W,2
7.5 W,60 W,1
7.5 W,300 W,1
7.5 W,28 W,1
7.5 W,103 W,1
7.5 W,52 W,1
7.5 W,50 W,1
7.5 W,135 W,2
7.5 W,54 W,1
7.5 W,5 W,2
7.5 W,110 W,1
7.5 W,89 W,1
7.5 W,18 W,1
7.5 W,43 W,1
7.5 W,155 W,1
7.5 W,8 W,1
7.5 W,27 W,2
7.5 W,120 W,1
7.5 W,77 W,1
7.5 W,21 W,1
7.5 W,53 W,1
7.5 W,57 W,1
7.5 W,84 W,2
7.5 W,160 W,1
7.5 W,115 W,2
7.5 W,45 W,1
7.5 W,145 W,1
7.5 W,225 W,1
7.5 W,129 W,1
7.5 W,13 W,1
7.5 W,9 W,1
7.5 W,37 W,1
7.5 W,87 W,1
7.5 W,165 W,2
7.5 W,3 W,1
7.5 W,82 W,1
7.5 W,14 W,1
7.5 W,11.5 W,1
7.5 W,9.5 W,1
7.5 W,25 W,1
7.5 W,17 W,1
11.5 W,270 W,1
11.5 W,150 W,2
