source,target,weight
30.7 W,51.6 W,1
30.7 W,24 W,1
30.7 W,66.7 W,1
30.7 W,23 W,1
30.7 W,26.7 W,1
30.7 W,68 W,1
30.7 W,22 W,1
30.7 W,16.5 W,1
30.7 W,25.7 W,1
30.7 W,77.5 W,1
30.7 W,34 W,1
30.7 W,21.5 W,1
30.7 W,14 W,1
30.7 W,27.4 W,1
30.7 W,28 W,1
30.7 W,23.3 W,1
30.7 W,21.3 W,1
30.7 W,59.2 W,1
30.7 W,20.6 W,1
30.7 W,33 W,1
30.7 W,54.7 W,1
30.7 W,15.5 W,1
30.7 W,29.6 W,1
20.1 W,38 W,1
20.1 W,21.8 W,1
20.1 W,72 W,1
20.1 W,91 W,1
20.1 W,33.4 W,1
20.1 W,19 W,1
20.1 W,70 W,1
20.1 W,85 W,1
20.1 W,74 W,1
20.1 W,90 W,1
20.1 W,69 W,1
20.1 W,97 W,1
20.1 W,52.8 W,1
20.1 W,80 W,1
20.1 W,66.1 W,1
20.1 W,22 W,1
20.1 W,102.9 W,1
20.1 W,122 W,1
20.1 W,20.5 W,1
20.1 W,60 W,1
20.1 W,23.8 W,1
20.1 W,92 W,1
20.1 W,63.5 W,1
20.1 W,58 W,1
20.1 W,81.8 W,1
20.1 W,81.9 W,1
20.1 W,28.9 W,1
20.1 W,77 W,1
20.1 W,55.5 W,1
20.1 W,69.7 W,1
20.1 W,57 W,1
20.1 W,32 W,1
20.1 W,66.2 W,1
20.1 W,76 W,1
20.1 W,110.7 W,1
20.1 W,66.8 W,1
20.1 W,48 W,1
20.1 W,61.5 W,1
20.1 W,100 W,1
20.1 W,24.5 W,1
20.1 W,32.1 W,1
20.1 W,34.8 W,1
20.1 W,29.1 W,1
20.1 W,66 W,1
20.1 W,87 W,1
20.1 W,27.8 W,1
20.1 W,24.4 W,1
20.1 W,68.1 W,1
20.1 W,29.9 W,1
20.1 W,107 W,1
20.1 W,92.1 W,1
20.1 W,58.3 W,1
20.1 W,31.2 W,1
20.1 W,8.3 W,1
68.1 W,38 W,1
68.1 W,21.8 W,1
68.1 W,72 W,1
68.1 W,91 W,1
68.1 W,33.4 W,1
68.1 W,19 W,1
68.1 W,70 W,1
68.1 W,85 W,1
68.1 W,74 W,1
68.1 W,90 W,1
68.1 W,69 W,1
68.1 W,97 W,1
68.1 W,52.8 W,1
68.1 W,80 W,1
68.1 W,66.1 W,1
68.1 W,22 W,1
68.1 W,102.9 W,1
68.1 W,122 W,1
68.1 W,20.5 W,1
68.1 W,60 W,1
68.1 W,23.8 W,1
68.1 W,92 W,1
68.1 W,63.5 W,1
68.1 W,58 W,1
68.1 W,81.8 W,1
68.1 W,81.9 W,1
68.1 W,28.9 W,1
68.1 W,77 W,1
68.1 W,55.5 W,1
68.1 W,69.7 W,1
68.1 W,57 W,1
68.1 W,32 W,1
68.1 W,66.2 W,1
68.1 W,76 W,1
68.1 W,110.7 W,1
68.1 W,66.8 W,1
68.1 W,48 W,1
68.1 W,61.5 W,1
68.1 W,100 W,1
68.1 W,24.5 W,1
68.1 W,32.1 W,1
68.1 W,34.8 W,1
68.1 W,29.1 W,1
68.1 W,66 W,1
68.1 W,87 W,1
68.1 W,27.8 W,1
68.1 W,24.4 W,1
68.1 W,29.9 W,1
68.1 W,107 W,1
68.1 W,92.1 W,1
68.1 W,58.3 W,1
68.1 W,31.2 W,1
68.1 W,8.3 W,1
27.5 W,25.9 W,1
27.5 W,18.8 W,1
27.5 W,56 W,1
27.5 W,30.8 W,1
27.5 W,25.4 W,1
27.5 W,57.8 W,1
27.5 W,20 W,1
27.5 W,72 W,1
27.5 W,19.2 W,1
27.5 W,24.6 W,1
27.5 W,15.8 W,1
27.5 W,13.2 W,1
27.5 W,23.6 W,1
27.5 W,16.8 W,1
27.5 W,17.6 W,1
27.5 W,64 W,1
27.5 W,65.8 W,1
27.5 W,29 W,1
27.5 W,13 W,1
27.5 W,14.5 W,1
27.5 W,51.6 W,1
27.5 W,24 W,1
27.5 W,66.7 W,1
27.5 W,23 W,1
27.5 W,26.7 W,1
27.5 W,68 W,1
27.5 W,22 W,1
27.5 W,16.5 W,1
27.5 W,25.7 W,1
27.5 W,77.5 W,1
27.5 W,34 W,1
27.5 W,21.5 W,1
27.5 W,14 W,1
27.5 W,27.4 W,1
27.5 W,28 W,1
27.5 W,23.3 W,1
27.5 W,21.3 W,1
27.5 W,59.2 W,1
27.5 W,20.6 W,1
27.5 W,33 W,1
27.5 W,54.7 W,1
27.5 W,15.5 W,1
27.5 W,29.6 W,1
32 W,150 W,1
32 W,91 W,2
32 W,125 W,1
32 W,33.4 W,1
32 W,260 W,1
32 W,19 W,2
32 W,70 W,2
32 W,4 W,1
32 W,90 W,2
32 W,69 W,1
32 W,97 W,1
32 W,80 W,2
32 W,66.1 W,1
32 W,105 W,1
32 W,102.9 W,1
32 W,122 W,1
32 W,20.5 W,1
32 W,60 W,2
32 W,51 W,1
32 W,200 W,1
32 W,135 W,1
32 W,54 W,1
32 W,58 W,1
32 W,81.8 W,1
32 W,81.9 W,1
32 W,120 W,1
32 W,28.9 W,1
32 W,77 W,1
32 W,55.5 W,1
32 W,69.7 W,1
32 W,57 W,1
32 W,160 W,1
32 W,66.2 W,1
32 W,110.7 W,1
32 W,66.8 W,1
32 W,45 W,1
32 W,145 W,1
32 W,100 W,1
32 W,9 W,1
32 W,34.8 W,1
32 W,32.1 W,1
32 W,66 W,1
32 W,87 W,1
32 W,165 W,1
32 W,24.4 W,1
32 W,29.9 W,1
32 W,215 W,1
32 W,9.5 W,1
32 W,31.2 W,1
32 W,8.3 W,1
32 W,31 W,1
32 W,47 W,1
32 W,20 W,1
32 W,38 W,1
32 W,21.8 W,1
32 W,72 W,2
32 W,173 W,1
32 W,245 W,1
32 W,75 W,1
32 W,85 W,2
32 W,74 W,1
32 W,112 W,1
32 W,24 W,1
32 W,52.8 W,1
32 W,140 W,1
32 W,73 W,1
32 W,205 W,1
32 W,22 W,1
32 W,21.5 W,1
32 W,28 W,1
32 W,23.8 W,1
32 W,79 W,1
32 W,92 W,1
32 W,50 W,1
32 W,63.5 W,1
32 W,76 W,1
32 W,48 W,1
32 W,16 W,1
32 W,61.5 W,1
32 W,24.5 W,1
32 W,29.1 W,1
32 W,27.8 W,1
32 W,230 W,1
32 W,107 W,1
32 W,92.1 W,1
32 W,25 W,1
32 W,58.3 W,1
15.8 W,25.9 W,1
15.8 W,18.8 W,1
15.8 W,56 W,1
15.8 W,30.8 W,1
15.8 W,25.4 W,1
15.8 W,57.8 W,1
15.8 W,20 W,1
15.8 W,72 W,1
15.8 W,19.2 W,1
15.8 W,24.6 W,1
15.8 W,13.2 W,1
15.8 W,23.6 W,1
15.8 W,16.8 W,1
15.8 W,17.6 W,1
15.8 W,64 W,1
15.8 W,65.8 W,1
15.8 W,29 W,1
15.8 W,13 W,1
15.8 W,14.5 W,1
15.8 W,51.6 W,1
15.8 W,24 W,1
15.8 W,66.7 W,1
15.8 W,23 W,1
15.8 W,26.7 W,1
15.8 W,68 W,1
15.8 W,22 W,1
15.8 W,16.5 W,1
15.8 W,25.7 W,1
15.8 W,77.5 W,1
15.8 W,34 W,1
15.8 W,21.5 W,1
15.8 W,14 W,1
15.8 W,27.4 W,1
15.8 W,28 W,1
15.8 W,23.3 W,1
15.8 W,21.3 W,1
15.8 W,59.2 W,1
15.8 W,20.6 W,1
15.8 W,33 W,1
15.8 W,54.7 W,1
15.8 W,15.5 W,1
15.8 W,29.6 W,1
30.8 W,21.7 W,1
30.8 W,56 W,1
30.8 W,25.4 W,1
30.8 W,57.8 W,1
30.8 W,20 W,1
30.8 W,24.1 W,1
30.8 W,72 W,1
30.8 W,23.6 W,1
30.8 W,16.8 W,1
30.8 W,17.6 W,1
30.8 W,64 W,1
30.8 W,65.8 W,1
30.8 W,29 W,1
30.8 W,51.6 W,1
30.8 W,24 W,1
30.8 W,66.7 W,1
30.8 W,29.7 W,1
30.8 W,23 W,1
30.8 W,26.7 W,1
30.8 W,25.3 W,1
30.8 W,22 W,1
30.8 W,16.5 W,1
30.8 W,34 W,2
30.8 W,21.5 W,1
30.8 W,28 W,2
30.8 W,23.3 W,1
30.8 W,21.3 W,1
30.8 W,39.5 W,1
30.8 W,17.8 W,1
30.8 W,20.6 W,1
30.8 W,19.2 W,1
30.8 W,23.7 W,1
30.8 W,29.6 W,1
30.8 W,25.9 W,1
30.8 W,18.8 W,1
30.8 W,24.6 W,1
30.8 W,13.2 W,1
30.8 W,13 W,1
30.8 W,14.5 W,1
30.8 W,28.3 W,1
30.8 W,68 W,1
30.8 W,25.7 W,1
30.8 W,77.5 W,1
30.8 W,36.2 W,1
30.8 W,44 W,1
30.8 W,14 W,1
30.8 W,27.4 W,1
30.8 W,19.7 W,1
30.8 W,59.2 W,1
30.8 W,33 W,1
30.8 W,54.7 W,1
30.8 W,36 W,1
30.8 W,15.5 W,1
86 W,9 W,1
86 W,150 W,1
86 W,31 W,1
86 W,80 W,1
86 W,155 W,1
86 W,105 W,1
86 W,120 W,1
86 W,44 W,1
86 W,34 W,1
86 W,185 W,1
86 W,19 W,1
86 W,75 W,1
86 W,50 W,1
66.7 W,25.9 W,1
66.7 W,18.8 W,1
66.7 W,56 W,1
66.7 W,25.4 W,1
66.7 W,57.8 W,1
66.7 W,20 W,1
66.7 W,72 W,1
66.7 W,19.2 W,1
66.7 W,24.6 W,1
66.7 W,13.2 W,1
66.7 W,23.6 W,1
66.7 W,16.8 W,1
66.7 W,17.6 W,1
66.7 W,64 W,1
66.7 W,65.8 W,1
66.7 W,29 W,1
66.7 W,13 W,1
66.7 W,14.5 W,1
66.7 W,51.6 W,1
66.7 W,24 W,1
66.7 W,23 W,1
66.7 W,26.7 W,1
66.7 W,68 W,1
66.7 W,22 W,1
66.7 W,16.5 W,1
66.7 W,25.7 W,1
66.7 W,77.5 W,1
66.7 W,34 W,1
66.7 W,21.5 W,1
66.7 W,14 W,1
66.7 W,27.4 W,1
66.7 W,28 W,1
66.7 W,23.3 W,1
66.7 W,21.3 W,1
66.7 W,59.2 W,1
66.7 W,20.6 W,1
66.7 W,33 W,1
66.7 W,54.7 W,1
66.7 W,15.5 W,1
66.7 W,29.6 W,1
25.9 W,18.8 W,1
25.9 W,56 W,1
25.9 W,25.4 W,1
25.9 W,57.8 W,1
25.9 W,20 W,1
25.9 W,72 W,1
25.9 W,19.2 W,1
25.9 W,24.6 W,1
25.9 W,13.2 W,1
25.9 W,23.6 W,1
25.9 W,16.8 W,1
25.9 W,17.6 W,1
25.9 W,64 W,1
25.9 W,65.8 W,1
25.9 W,29 W,1
25.9 W,13 W,1
25.9 W,14.5 W,1
25.9 W,51.6 W,1
25.9 W,24 W,1
25.9 W,23 W,1
25.9 W,26.7 W,1
25.9 W,68 W,1
25.9 W,22 W,1
25.9 W,16.5 W,1
25.9 W,25.7 W,1
25.9 W,77.5 W,1
25.9 W,34 W,1
25.9 W,21.5 W,1
25.9 W,14 W,1
25.9 W,27.4 W,1
25.9 W,28 W,1
25.9 W,23.3 W,1
25.9 W,21.3 W,1
25.9 W,59.2 W,1
25.9 W,20.6 W,1
25.9 W,33 W,1
25.9 W,54.7 W,1
25.9 W,15.5 W,1
25.9 W,29.6 W,1
22 W,56 W,1
22 W,25.4 W,1
22 W,57.8 W,1
22 W,91 W,1
22 W,33.4 W,1
22 W,19 W,1
22 W,70 W,1
22 W,17.6 W,1
22 W,65.8 W,1
22 W,90 W,1
22 W,29 W,1
22 W,69 W,1
22 W,97 W,1
22 W,80 W,1
22 W,26.7 W,1
22 W,66.1 W,1
22 W,16.5 W,1
22 W,102.9 W,1
22 W,122 W,1
22 W,20.5 W,1
22 W,60 W,1
22 W,23.3 W,1
22 W,21.3 W,1
22 W,19.2 W,1
22 W,29.6 W,1
22 W,18.8 W,1
22 W,58 W,1
22 W,81.8 W,1
22 W,81.9 W,1
22 W,28.9 W,1
22 W,77 W,1
22 W,55.5 W,1
22 W,69.7 W,1
22 W,57 W,1
22 W,66.2 W,1
22 W,110.7 W,1
22 W,66.8 W,1
22 W,100 W,1
22 W,32.1 W,1
22 W,34.8 W,1
22 W,14.5 W,1
22 W,66 W,1
22 W,87 W,1
22 W,24.4 W,1
22 W,29.9 W,1
22 W,14 W,1
22 W,27.4 W,1
22 W,59.2 W,1
22 W,31.2 W,1
22 W,33 W,1
22 W,8.3 W,1
22 W,54.7 W,1
22 W,20 W,1
22 W,38 W,1
22 W,21.8 W,1
22 W,72 W,2
22 W,85 W,1
22 W,74 W,1
22 W,16.8 W,1
22 W,23.6 W,1
22 W,64 W,1
22 W,51.6 W,1
22 W,24 W,1
22 W,52.8 W,1
22 W,23 W,1
22 W,34 W,1
22 W,21.5 W,1
22 W,28 W,1
22 W,23.8 W,1
22 W,20.6 W,1
22 W,92 W,1
22 W,63.5 W,1
22 W,24.6 W,1
22 W,13.2 W,1
22 W,76 W,1
22 W,48 W,1
22 W,61.5 W,1
22 W,13 W,1
22 W,24.5 W,1
22 W,29.1 W,1
22 W,27.8 W,1
22 W,107 W,1
22 W,68 W,1
22 W,25.7 W,1
22 W,77.5 W,1
22 W,92.1 W,1
22 W,58.3 W,1
22 W,15.5 W,1
14.5 W,18.8 W,1
14.5 W,56 W,1
14.5 W,25.4 W,1
14.5 W,57.8 W,1
14.5 W,20 W,1
14.5 W,72 W,1
14.5 W,19.2 W,1
14.5 W,24.6 W,1
14.5 W,13.2 W,1
14.5 W,23.6 W,1
14.5 W,16.8 W,1
14.5 W,17.6 W,1
14.5 W,64 W,1
14.5 W,65.8 W,1
14.5 W,29 W,1
14.5 W,13 W,1
14.5 W,51.6 W,1
14.5 W,24 W,1
14.5 W,23 W,1
14.5 W,26.7 W,1
14.5 W,68 W,1
14.5 W,16.5 W,1
14.5 W,25.7 W,1
14.5 W,77.5 W,1
14.5 W,34 W,1
14.5 W,21.5 W,1
14.5 W,14 W,1
14.5 W,27.4 W,1
14.5 W,28 W,1
14.5 W,23.3 W,1
14.5 W,21.3 W,1
14.5 W,59.2 W,1
14.5 W,20.6 W,1
14.5 W,33 W,1
14.5 W,54.7 W,1
14.5 W,15.5 W,1
14.5 W,29.6 W,1
29.7 W,21.7 W,1
29.7 W,24.1 W,1
29.7 W,28.3 W,1
29.7 W,25.3 W,1
29.7 W,44 W,1
29.7 W,34 W,1
29.7 W,36.2 W,1
29.7 W,19.7 W,1
29.7 W,28 W,1
29.7 W,17.8 W,1
29.7 W,39.5 W,1
29.7 W,23.7 W,1
29.7 W,36 W,1
81.9 W,38 W,1
81.9 W,21.8 W,1
81.9 W,72 W,1
81.9 W,91 W,1
81.9 W,33.4 W,1
81.9 W,19 W,1
81.9 W,70 W,1
81.9 W,85 W,1
81.9 W,74 W,1
81.9 W,90 W,1
81.9 W,69 W,1
81.9 W,97 W,1
81.9 W,52.8 W,1
81.9 W,80 W,1
81.9 W,66.1 W,1
81.9 W,102.9 W,1
81.9 W,122 W,1
81.9 W,20.5 W,1
81.9 W,60 W,1
81.9 W,23.8 W,1
81.9 W,92 W,1
81.9 W,63.5 W,1
81.9 W,58 W,1
81.9 W,81.8 W,1
81.9 W,28.9 W,1
81.9 W,77 W,1
81.9 W,55.5 W,1
81.9 W,69.7 W,1
81.9 W,57 W,1
81.9 W,66.2 W,1
81.9 W,76 W,1
81.9 W,110.7 W,1
81.9 W,66.8 W,1
81.9 W,48 W,1
81.9 W,61.5 W,1
81.9 W,100 W,1
81.9 W,24.5 W,1
81.9 W,32.1 W,1
81.9 W,34.8 W,1
81.9 W,29.1 W,1
81.9 W,66 W,1
81.9 W,87 W,1
81.9 W,27.8 W,1
81.9 W,24.4 W,1
81.9 W,29.9 W,1
81.9 W,107 W,1
81.9 W,92.1 W,1
81.9 W,58.3 W,1
81.9 W,31.2 W,1
81.9 W,8.3 W,1
66.1 W,38 W,1
66.1 W,21.8 W,1
66.1 W,72 W,1
66.1 W,91 W,1
66.1 W,33.4 W,1
66.1 W,19 W,1
66.1 W,70 W,1
66.1 W,85 W,1
66.1 W,74 W,1
66.1 W,90 W,1
66.1 W,69 W,1
66.1 W,97 W,1
66.1 W,52.8 W,1
66.1 W,80 W,1
66.1 W,102.9 W,1
66.1 W,122 W,1
66.1 W,20.5 W,1
66.1 W,60 W,1
66.1 W,23.8 W,1
66.1 W,92 W,1
66.1 W,63.5 W,1
66.1 W,58 W,1
66.1 W,81.8 W,1
66.1 W,28.9 W,1
66.1 W,77 W,1
66.1 W,55.5 W,1
66.1 W,69.7 W,1
66.1 W,57 W,1
66.1 W,66.2 W,1
66.1 W,76 W,1
66.1 W,110.7 W,1
66.1 W,66.8 W,1
66.1 W,48 W,1
66.1 W,61.5 W,1
66.1 W,100 W,1
66.1 W,24.5 W,1
66.1 W,32.1 W,1
66.1 W,34.8 W,1
66.1 W,29.1 W,1
66.1 W,66 W,1
66.1 W,87 W,1
66.1 W,27.8 W,1
66.1 W,24.4 W,1
66.1 W,29.9 W,1
66.1 W,107 W,1
66.1 W,92.1 W,1
66.1 W,58.3 W,1
66.1 W,31.2 W,1
66.1 W,8.3 W,1
24.6 W,18.8 W,1
24.6 W,56 W,1
24.6 W,25.4 W,1
24.6 W,57.8 W,1
24.6 W,20 W,1
24.6 W,72 W,1
24.6 W,19.2 W,1
24.6 W,13.2 W,1
24.6 W,23.6 W,1
24.6 W,16.8 W,1
24.6 W,17.6 W,1
24.6 W,64 W,1
24.6 W,65.8 W,1
24.6 W,29 W,1
24.6 W,13 W,1
24.6 W,51.6 W,1
24.6 W,24 W,1
24.6 W,23 W,1
24.6 W,26.7 W,1
24.6 W,68 W,1
24.6 W,16.5 W,1
24.6 W,25.7 W,1
24.6 W,77.5 W,1
24.6 W,34 W,1
24.6 W,21.5 W,1
24.6 W,14 W,1
24.6 W,27.4 W,1
24.6 W,28 W,1
24.6 W,23.3 W,1
24.6 W,21.3 W,1
24.6 W,59.2 W,1
24.6 W,20.6 W,1
24.6 W,33 W,1
24.6 W,54.7 W,1
24.6 W,15.5 W,1
24.6 W,29.6 W,1
14 W,270 W,1
14 W,150 W,1
14 W,56 W,1
14 W,25.4 W,1
14 W,47 W,1
14 W,57.8 W,1
14 W,20 W,2
14 W,72 W,1
14 W,245 W,1
14 W,75 W,1
14 W,70 W,1
14 W,85 W,1
14 W,17.6 W,1
14 W,23.6 W,1
14 W,16.8 W,1
14 W,65.8 W,1
14 W,90 W,1
14 W,64 W,1
14 W,29 W,1
14 W,69 W,1
14 W,51.6 W,1
14 W,24 W,1
14 W,140 W,1
14 W,23 W,1
14 W,80 W,1
14 W,26.7 W,1
14 W,105 W,1
14 W,16.5 W,1
14 W,34 W,1
14 W,21.5 W,1
14 W,60 W,1
14 W,300 W,1
14 W,28 W,2
14 W,23.3 W,1
14 W,21.3 W,1
14 W,20.6 W,1
14 W,19.2 W,1
14 W,52 W,1
14 W,50 W,1
14 W,29.6 W,1
14 W,135 W,1
14 W,54 W,1
14 W,18.8 W,1
14 W,18 W,1
14 W,43 W,1
14 W,155 W,1
14 W,8 W,1
14 W,120 W,1
14 W,77 W,1
14 W,57 W,1
14 W,53 W,1
14 W,160 W,1
14 W,13.2 W,1
14 W,45 W,1
14 W,145 W,1
14 W,225 W,1
14 W,13 W,2
14 W,9 W,1
14 W,87 W,1
14 W,165 W,1
14 W,3 W,1
14 W,68 W,1
14 W,25.7 W,1
14 W,77.5 W,1
14 W,27.4 W,1
14 W,9.5 W,1
14 W,59.2 W,1
14 W,25 W,1
14 W,33 W,1
14 W,54.7 W,1
14 W,15.5 W,1
28 W,270 W,1
28 W,150 W,3
28 W,56 W,1
28 W,25.4 W,1
28 W,3.3 W,1
28 W,57.8 W,1
28 W,8.5 W,1
28 W,1.4 W,1
28 W,91 W,1
28 W,125 W,1
28 W,0.65 W,1
28 W,260 W,1
28 W,19 W,1
28 W,70 W,2
28 W,17.6 W,1
28 W,4 W,2
28 W,65.8 W,1
28 W,90 W,3
28 W,29 W,1
28 W,69 W,1
28 W,26.7 W,1
28 W,80 W,3
28 W,105 W,3
28 W,16.5 W,1
28 W,60 W,3
28 W,300 W,1
28 W,23.3 W,1
28 W,21.3 W,1
28 W,17.8 W,1
28 W,51 W,1
28 W,200 W,1
28 W,19.2 W,1
28 W,29.6 W,1
28 W,135 W,2
28 W,54 W,2
28 W,18.8 W,1
28 W,18 W,1
28 W,43 W,1
28 W,2.2 W,1
28 W,155 W,1
28 W,120 W,3
28 W,77 W,1
28 W,57 W,1
28 W,160 W,2
28 W,45 W,3
28 W,145 W,2
28 W,9 W,2
28 W,87 W,1
28 W,165 W,2
28 W,3 W,2
28 W,28.3 W,1
28 W,215 W,1
28 W,36.2 W,1
28 W,27.4 W,1
28 W,9.5 W,2
28 W,59.2 W,1
28 W,136 W,1
28 W,33 W,1
28 W,54.7 W,1
28 W,36 W,1
28 W,21.7 W,1
28 W,47 W,2
28 W,31 W,1
28 W,20 W,4
28 W,24.1 W,1
28 W,38 W,1
28 W,72 W,2
28 W,173 W,1
28 W,245 W,2
28 W,75 W,2
28 W,23.6 W,1
28 W,85 W,3
28 W,16.8 W,1
28 W,64 W,1
28 W,112 W,1
28 W,2.5 W,1
28 W,51.6 W,1
28 W,3.6 W,1
28 W,24 W,2
28 W,140 W,2
28 W,73 W,1
28 W,23 W,2
28 W,205 W,1
28 W,25.3 W,1
28 W,1.3 W,1
28 W,34 W,2
28 W,21.5 W,2
28 W,79 W,1
28 W,39.5 W,1
28 W,20.6 W,1
28 W,52 W,1
28 W,23.7 W,1
28 W,50 W,3
28 W,2.4 W,1
28 W,8 W,2
28 W,53 W,1
28 W,13.2 W,1
28 W,48 W,1
28 W,225 W,1
28 W,16 W,1
28 W,13 W,3
28 W,230 W,1
28 W,68 W,1
28 W,25.7 W,1
28 W,77.5 W,1
28 W,44 W,2
28 W,2 W,1
28 W,19.7 W,1
28 W,25 W,3
28 W,15.5 W,1
64 W,18.8 W,1
64 W,56 W,1
64 W,25.4 W,1
64 W,57.8 W,1
64 W,20 W,1
64 W,72 W,1
64 W,19.2 W,1
64 W,13.2 W,1
64 W,23.6 W,1
64 W,16.8 W,1
64 W,17.6 W,1
64 W,65.8 W,1
64 W,29 W,1
64 W,13 W,1
64 W,51.6 W,1
64 W,24 W,1
64 W,23 W,1
64 W,26.7 W,1
64 W,68 W,1
64 W,16.5 W,1
64 W,25.7 W,1
64 W,77.5 W,1
64 W,34 W,1
64 W,21.5 W,1
64 W,27.4 W,1
64 W,23.3 W,1
64 W,21.3 W,1
64 W,59.2 W,1
64 W,20.6 W,1
64 W,33 W,1
64 W,54.7 W,1
64 W,15.5 W,1
64 W,29.6 W,1
23 W,150 W,1
23 W,56 W,1
23 W,25.4 W,1
23 W,3.3 W,1
23 W,57.8 W,1
23 W,20 W,2
23 W,8.5 W,1
23 W,1.4 W,1
23 W,38 W,1
23 W,72 W,1
23 W,0.65 W,1
23 W,85 W,1
23 W,23.6 W,1
23 W,17.6 W,1
23 W,4 W,1
23 W,16.8 W,1
23 W,65.8 W,1
23 W,90 W,1
23 W,29 W,1
23 W,2.5 W,1
23 W,51.6 W,1
23 W,3.6 W,1
23 W,24 W,1
23 W,80 W,1
23 W,26.7 W,1
23 W,105 W,1
23 W,16.5 W,1
23 W,1.3 W,1
23 W,34 W,1
23 W,21.5 W,1
23 W,60 W,1
23 W,23.3 W,1
23 W,21.3 W,1
23 W,20.6 W,1
23 W,19.2 W,1
23 W,50 W,1
23 W,29.6 W,1
23 W,15.5 W,1
23 W,18.8 W,1
23 W,2.4 W,1
23 W,2.2 W,1
23 W,8 W,1
23 W,120 W,1
23 W,13.2 W,1
23 W,48 W,1
23 W,45 W,1
23 W,13 W,2
23 W,3 W,1
23 W,68 W,1
23 W,44 W,1
23 W,77.5 W,1
23 W,25.7 W,1
23 W,2 W,1
23 W,27.4 W,1
23 W,59.2 W,1
23 W,25 W,1
23 W,136 W,1
23 W,33 W,1
23 W,54.7 W,1
76 W,38 W,1
76 W,21.8 W,1
76 W,72 W,1
76 W,91 W,1
76 W,33.4 W,1
76 W,19 W,1
76 W,70 W,1
76 W,85 W,1
76 W,74 W,1
76 W,90 W,1
76 W,69 W,1
76 W,97 W,1
76 W,52.8 W,1
76 W,80 W,1
76 W,102.9 W,1
76 W,122 W,1
76 W,20.5 W,1
76 W,60 W,1
76 W,23.8 W,1
76 W,92 W,1
76 W,63.5 W,1
76 W,58 W,1
76 W,81.8 W,1
76 W,28.9 W,1
76 W,77 W,1
76 W,55.5 W,1
76 W,69.7 W,1
76 W,57 W,1
76 W,66.2 W,1
76 W,110.7 W,1
76 W,66.8 W,1
76 W,48 W,1
76 W,61.5 W,1
76 W,100 W,1
76 W,24.5 W,1
76 W,32.1 W,1
76 W,34.8 W,1
76 W,29.1 W,1
76 W,66 W,1
76 W,87 W,1
76 W,27.8 W,1
76 W,24.4 W,1
76 W,29.9 W,1
76 W,107 W,1
76 W,92.1 W,1
76 W,58.3 W,1
76 W,31.2 W,1
76 W,8.3 W,1
13.2 W,18.8 W,1
13.2 W,56 W,1
13.2 W,25.4 W,1
13.2 W,57.8 W,1
13.2 W,20 W,1
13.2 W,72 W,1
13.2 W,19.2 W,1
13.2 W,23.6 W,1
13.2 W,16.8 W,1
13.2 W,17.6 W,1
13.2 W,65.8 W,1
13.2 W,29 W,1
13.2 W,13 W,1
13.2 W,51.6 W,1
13.2 W,24 W,1
13.2 W,26.7 W,1
13.2 W,68 W,1
13.2 W,16.5 W,1
13.2 W,25.7 W,1
13.2 W,77.5 W,1
13.2 W,34 W,1
13.2 W,21.5 W,1
13.2 W,27.4 W,1
13.2 W,23.3 W,1
13.2 W,21.3 W,1
13.2 W,59.2 W,1
13.2 W,20.6 W,1
13.2 W,33 W,1
13.2 W,54.7 W,1
13.2 W,15.5 W,1
13.2 W,29.6 W,1
31.2 W,38 W,1
31.2 W,21.8 W,1
31.2 W,72 W,1
31.2 W,91 W,1
31.2 W,33.4 W,1
31.2 W,19 W,1
31.2 W,70 W,1
31.2 W,85 W,1
31.2 W,74 W,1
31.2 W,90 W,1
31.2 W,69 W,1
31.2 W,97 W,1
31.2 W,52.8 W,1
31.2 W,80 W,1
31.2 W,102.9 W,1
31.2 W,122 W,1
31.2 W,20.5 W,1
31.2 W,60 W,1
31.2 W,23.8 W,1
31.2 W,92 W,1
31.2 W,63.5 W,1
31.2 W,58 W,1
31.2 W,81.8 W,1
31.2 W,28.9 W,1
31.2 W,77 W,1
31.2 W,55.5 W,1
31.2 W,69.7 W,1
31.2 W,57 W,1
31.2 W,66.2 W,1
31.2 W,110.7 W,1
31.2 W,66.8 W,1
31.2 W,48 W,1
31.2 W,61.5 W,1
31.2 W,100 W,1
31.2 W,24.5 W,1
31.2 W,32.1 W,1
31.2 W,34.8 W,1
31.2 W,29.1 W,1
31.2 W,66 W,1
31.2 W,87 W,1
31.2 W,27.8 W,1
31.2 W,24.4 W,1
31.2 W,29.9 W,1
31.2 W,107 W,1
31.2 W,92.1 W,1
31.2 W,58.3 W,1
31.2 W,8.3 W,1
61.5 W,38 W,1
61.5 W,21.8 W,1
61.5 W,72 W,1
61.5 W,91 W,1
61.5 W,33.4 W,1
61.5 W,19 W,1
61.5 W,70 W,1
61.5 W,85 W,1
61.5 W,74 W,1
61.5 W,90 W,1
61.5 W,69 W,1
61.5 W,97 W,1
61.5 W,52.8 W,1
61.5 W,80 W,1
61.5 W,102.9 W,1
61.5 W,122 W,1
61.5 W,20.5 W,1
61.5 W,60 W,1
61.5 W,23.8 W,1
61.5 W,92 W,1
61.5 W,63.5 W,1
61.5 W,58 W,1
61.5 W,81.8 W,1
61.5 W,28.9 W,1
61.5 W,77 W,1
61.5 W,55.5 W,1
61.5 W,69.7 W,1
61.5 W,57 W,1
61.5 W,66.2 W,1
